,id,carat,clarity,color,cut,depth,table,x,y,z
37,623478543,0.23,VS1,E,Good,64.1,59.0,3.83,3.85,2.46
38,306302214,0.31,SI1,H,Good,64.0,54.0,4.29,4.31,2.75
39,341108283,0.26,VS2,D,Very Good,60.8,59.0,4.13,4.16,2.52
40,434732955,0.33,SI2,I,Ideal,61.8,55.0,4.49,4.51,2.78
41,320284861,0.33,SI2,I,Ideal,61.2,56.0,4.49,4.5,2.75
42,363562633,0.33,SI1,J,Ideal,61.1,56.0,4.49,4.55,2.76
43,128452904,0.26,VS2,D,Good,65.2,56.0,3.99,4.02,2.61
44,773294346,0.26,VS1,D,Good,58.4,63.0,4.19,4.24,2.46
45,769036432,0.32,SI2,H,Good,63.1,56.0,4.34,4.37,2.75
46,241318550,0.29,SI1,F,Premium,62.4,58.0,4.24,4.26,2.65
47,580181685,0.32,SI2,H,Very Good,61.8,55.0,4.35,4.42,2.71
48,840317740,0.32,SI2,H,Good,63.8,56.0,4.36,4.38,2.79
49,150530288,0.25,VS2,E,Very Good,63.3,60.0,4.0,4.03,2.54
50,160980146,0.29,SI2,H,Very Good,60.7,60.0,4.33,4.37,2.64
51,616834959,0.24,SI1,F,Very Good,60.9,61.0,4.02,4.03,2.45
52,364551514,0.23,VS1,G,Ideal,61.9,54.0,3.93,3.95,2.44
53,464294127,0.32,SI1,I,Ideal,60.9,55.0,4.45,4.48,2.72
54,322895609,0.22,VS2,E,Premium,61.6,58.0,3.93,3.89,2.41
55,957858596,0.22,VS2,D,Premium,59.3,62.0,3.91,3.88,2.31
56,549613735,0.3,SI2,I,Ideal,61.0,59.0,4.3,4.33,2.63
57,193523634,0.3,SI2,J,Premium,59.3,61.0,4.43,4.38,2.61
58,733075631,0.3,SI1,I,Very Good,62.6,57.0,4.25,4.28,2.67
59,881249601,0.3,SI1,I,Very Good,63.0,57.0,4.28,4.32,2.71
60,763604150,0.3,SI1,I,Good,63.2,55.0,4.25,4.29,2.7
61,321881378,0.35,VS1,I,Ideal,60.9,57.0,4.54,4.59,2.78
62,141563344,0.3,SI1,D,Premium,62.6,59.0,4.23,4.27,2.66
63,748298052,0.3,SI1,D,Ideal,62.5,57.0,4.29,4.32,2.69
64,678506276,0.3,SI1,D,Ideal,62.1,56.0,4.3,4.33,2.68
65,969465947,0.42,SI2,I,Premium,61.5,59.0,4.78,4.84,2.96
66,215784909,0.28,VVS2,G,Ideal,61.4,56.0,4.19,4.22,2.58
67,376826582,0.32,VVS1,I,Ideal,62.0,55.3,4.39,4.42,2.73
68,641142828,0.31,SI1,G,Very Good,63.3,57.0,4.33,4.3,2.73
69,937431358,0.31,SI1,G,Premium,61.8,58.0,4.35,4.32,2.68
70,846506377,0.24,VVS1,E,Premium,60.7,58.0,4.01,4.03,2.44
71,171060739,0.24,VVS1,D,Very Good,61.5,60.0,3.97,4.0,2.45
72,589108610,0.3,SI1,H,Very Good,63.1,56.0,4.29,4.27,2.7
73,939053312,0.3,SI1,H,Premium,62.9,59.0,4.28,4.24,2.68
74,964209708,0.3,SI1,H,Premium,62.5,57.0,4.29,4.25,2.67
75,399146470,0.3,SI1,H,Good,63.7,57.0,4.28,4.26,2.72
76,978294393,0.26,VVS2,F,Very Good,59.2,60.0,4.19,4.22,2.49
77,570331115,0.26,VVS2,E,Very Good,59.9,58.0,4.15,4.23,2.51
78,620724644,0.26,VVS2,D,Very Good,62.4,54.0,4.08,4.13,2.56
79,273834380,0.26,VVS2,D,Very Good,62.8,60.0,4.01,4.05,2.53
80,572322453,0.26,VVS1,E,Very Good,62.6,59.0,4.06,4.09,2.55
81,277784825,0.26,VVS1,E,Very Good,63.4,59.0,4.0,4.04,2.55
82,484405427,0.26,VVS1,D,Very Good,62.1,60.0,4.03,4.12,2.53
83,814708651,0.26,VVS2,E,Ideal,62.9,58.0,4.02,4.06,2.54
84,854169359,0.38,SI2,I,Ideal,61.6,56.0,4.65,4.67,2.87
85,898731339,0.26,VVS1,E,Good,57.9,60.0,4.22,4.25,2.45
86,320197116,0.24,VVS1,G,Premium,62.3,59.0,3.95,3.92,2.45
87,838965334,0.24,VVS1,H,Premium,61.2,58.0,4.01,3.96,2.44
88,232198362,0.24,VVS1,H,Premium,60.8,59.0,4.02,4.0,2.44
89,652896553,0.24,VVS2,H,Premium,60.7,58.0,4.07,4.04,2.46
90,247653792,0.32,SI1,I,Premium,62.9,58.0,4.35,4.33,2.73
91,167300492,0.7,SI1,E,Ideal,62.5,57.0,5.7,5.72,3.57
92,733700840,0.86,SI2,E,Fair,55.1,69.0,6.45,6.33,3.52
93,894969821,0.7,VS2,G,Ideal,61.6,56.0,5.7,5.67,3.5
94,408090465,0.71,VS2,E,Very Good,62.4,57.0,5.68,5.73,3.56
95,245694419,0.78,SI2,G,Very Good,63.8,56.0,5.81,5.85,3.72
96,715581717,0.7,VS2,E,Good,57.5,58.0,5.85,5.9,3.38
97,494654053,0.7,VS1,F,Good,59.4,62.0,5.71,5.76,3.4
98,619183210,0.96,SI2,F,Fair,66.3,62.0,6.27,5.95,4.07
99,899011298,0.73,SI1,E,Very Good,61.6,59.0,5.77,5.78,3.56
100,520444916,0.8,SI1,H,Premium,61.5,58.0,5.97,5.93,3.66
101,763648471,0.75,SI1,D,Very Good,63.2,56.0,5.8,5.75,3.65
102,652221553,0.75,SI1,E,Premium,59.9,54.0,6.0,5.96,3.58
103,199694815,0.74,SI1,G,Ideal,61.6,55.0,5.8,5.85,3.59
104,150679844,0.75,VS2,G,Premium,61.7,58.0,5.85,5.79,3.59
105,368290375,0.8,VS1,I,Ideal,62.9,56.0,5.94,5.87,3.72
106,673456702,0.75,SI1,G,Ideal,62.2,55.0,5.87,5.8,3.63
107,473793322,0.8,SI1,G,Premium,63.0,59.0,5.9,5.81,3.69
108,824656414,0.74,VVS2,I,Ideal,62.3,55.0,5.77,5.81,3.61
109,617594419,0.81,SI2,F,Ideal,58.8,57.0,6.14,6.11,3.6
110,978615758,0.59,VVS2,E,Ideal,62.0,55.0,5.38,5.43,3.35
111,609860738,0.8,SI2,F,Ideal,61.4,57.0,5.96,6.0,3.67
112,300099829,0.74,SI2,E,Ideal,62.2,56.0,5.8,5.84,3.62
113,731070834,0.9,VS2,I,Premium,63.0,58.0,6.16,6.12,3.87
114,540978038,0.74,SI1,G,Very Good,62.2,59.0,5.73,5.82,3.59
115,112890407,0.73,VS2,F,Ideal,62.6,56.0,5.77,5.74,3.6
116,190877222,0.73,VS2,F,Ideal,62.7,53.0,5.8,5.75,3.62
117,150571510,0.8,SI2,F,Premium,61.7,58.0,5.98,5.94,3.68
118,873348284,0.71,VS2,G,Ideal,62.4,54.0,5.72,5.76,3.58
119,429371971,0.7,VS2,E,Ideal,60.7,58.0,5.73,5.76,3.49
120,716222056,0.8,SI2,F,Ideal,59.9,59.0,6.01,6.07,3.62
121,890646193,0.71,SI2,D,Ideal,62.3,56.0,5.73,5.69,3.56
122,778867800,0.74,SI1,E,Ideal,62.3,54.0,5.8,5.83,3.62
123,745203141,0.7,VS2,F,Very Good,61.7,63.0,5.64,5.61,3.47
124,252890270,0.7,VS2,F,Fair,64.5,57.0,5.57,5.53,3.58
125,157306328,0.7,VS2,F,Fair,65.3,55.0,5.63,5.58,3.66
126,538219930,0.7,VS2,F,Premium,61.6,60.0,5.65,5.59,3.46
127,456317412,0.91,SI1,H,Premium,61.4,56.0,6.09,5.97,3.7
128,188525537,0.61,VVS2,D,Very Good,59.6,57.0,5.56,5.58,3.32
129,864062417,0.91,SI2,H,Fair,64.4,57.0,6.11,6.09,3.93
130,930626313,0.91,SI2,H,Fair,65.7,60.0,6.03,5.99,3.95
131,503899639,0.77,VS2,H,Ideal,62.0,56.0,5.89,5.86,3.64
132,193467258,0.71,SI1,D,Very Good,63.6,58.0,5.64,5.68,3.6
133,908183881,0.71,SI1,D,Ideal,61.9,59.0,5.69,5.72,3.53
134,394076000,0.7,VS2,E,Very Good,62.6,60.0,5.62,5.65,3.53
135,265695447,0.77,VS1,H,Very Good,61.3,60.0,5.88,5.9,3.61
136,728668755,0.63,VVS1,E,Premium,60.9,60.0,5.52,5.55,3.37
137,594775487,0.71,VS1,F,Very Good,60.1,62.0,5.74,5.77,3.46
138,435846347,0.71,VS1,F,Premium,61.8,59.0,5.69,5.73,3.53
139,655546591,0.76,SI1,H,Ideal,61.2,57.0,5.88,5.91,3.61
140,906919203,0.64,VVS1,G,Ideal,61.9,56.0,5.53,5.56,3.43
141,124491279,0.71,VS2,G,Premium,60.9,57.0,5.78,5.75,3.51
142,638721541,0.71,VS2,G,Premium,59.8,56.0,5.89,5.81,3.5
143,549844610,0.7,VS2,D,Very Good,61.8,55.0,5.68,5.72,3.52
144,182179728,0.7,VS1,F,Very Good,60.0,57.0,5.8,5.87,3.5
145,919885049,0.71,SI2,D,Ideal,61.6,55.0,5.74,5.76,3.54
146,192236773,0.7,VVS2,H,Good,62.1,64.0,5.62,5.65,3.5
147,383399446,0.71,VS1,G,Very Good,63.3,59.0,5.52,5.61,3.52
148,234773742,0.73,SI1,D,Very Good,60.2,56.0,5.83,5.87,3.52
149,486744008,0.7,SI1,D,Very Good,61.1,58.0,5.66,5.73,3.48
150,779501134,0.7,SI1,E,Ideal,60.9,57.0,5.73,5.76,3.5
151,164388495,0.71,SI2,D,Premium,61.7,59.0,5.71,5.67,3.51
152,617234543,0.74,SI1,I,Ideal,61.3,56.0,5.82,5.86,3.57
153,812978227,0.71,VS2,D,Premium,62.5,60.0,5.65,5.61,3.52
154,199815421,0.73,VS2,G,Premium,61.4,59.0,5.83,5.76,3.56
155,288063292,0.76,SI1,F,Very Good,62.9,57.0,5.79,5.81,3.65
156,490594320,0.76,SI2,D,Ideal,62.4,57.0,5.78,5.83,3.62
157,659532930,0.71,SI1,F,Ideal,60.7,56.0,5.77,5.8,3.51
158,756983435,0.73,VS2,G,Premium,60.7,58.0,5.87,5.82,3.55
159,575546813,0.73,VS1,G,Premium,61.5,58.0,5.79,5.75,3.55
160,601459520,0.73,SI2,D,Ideal,59.9,57.0,5.92,5.89,3.54
161,776516008,0.73,VS2,G,Premium,59.2,59.0,5.92,5.87,3.49
162,450953335,0.72,VVS2,H,Very Good,60.3,56.0,5.81,5.83,3.51
163,587909119,0.73,SI1,F,Very Good,61.7,60.0,5.79,5.82,3.58
164,773073296,0.71,VS2,G,Ideal,61.9,57.0,5.73,5.77,3.56
165,244013465,0.79,SI2,F,Ideal,61.9,55.0,5.97,5.92,3.68
166,157797215,0.73,VVS1,H,Very Good,60.4,59.0,5.83,5.89,3.54
167,993044512,0.8,SI2,F,Very Good,61.0,57.0,6.01,6.03,3.67
168,750266739,0.58,VVS1,G,Ideal,61.5,55.0,5.39,5.44,3.33
169,408201059,0.58,VVS1,F,Ideal,61.7,56.0,5.33,5.37,3.3
170,881869166,0.71,VS2,E,Good,59.2,61.0,5.8,5.88,3.46
171,807660784,0.75,SI2,D,Ideal,61.3,56.0,5.85,5.89,3.6
172,672205092,0.7,VS2,D,Premium,58.0,62.0,5.87,5.78,3.38
173,657228184,1.17,I1,J,Very Good,60.2,61.0,6.83,6.9,4.13
174,387241780,0.6,VS1,E,Ideal,61.7,55.0,5.41,5.44,3.35
175,870885335,0.7,SI1,E,Ideal,62.7,55.0,5.68,5.74,3.58
176,792277495,0.83,VS2,I,Good,64.6,54.0,5.85,5.88,3.79
177,737413738,0.74,VS2,F,Very Good,61.3,61.0,5.8,5.84,3.57
178,425422408,0.72,VS2,G,Very Good,63.7,56.4,5.62,5.69,3.61
179,285970718,0.71,VS2,E,Premium,62.7,58.0,5.74,5.68,3.58
180,680930661,0.71,VS2,E,Ideal,62.2,57.0,5.79,5.62,3.55
181,609341819,0.54,VVS2,E,Ideal,61.6,56.0,5.25,5.27,3.24
182,652502794,0.54,VVS2,E,Ideal,61.5,57.0,5.24,5.26,3.23
183,153136688,0.72,SI1,G,Ideal,61.8,56.0,5.72,5.75,3.55
184,689268418,0.72,SI1,G,Ideal,60.7,56.0,5.79,5.82,3.53
185,270665148,0.72,VS2,G,Good,59.7,60.5,5.8,5.84,3.47
186,299319096,0.71,SI1,G,Ideal,60.5,56.0,5.8,5.76,3.5
187,670223446,0.7,VS1,D,Very Good,62.7,58.0,5.66,5.73,3.57
188,374592987,0.71,VS2,F,Premium,62.1,58.0,5.67,5.7,3.53
189,832209844,0.71,VS2,F,Very Good,62.8,57.0,5.64,5.69,3.56
190,470769340,0.71,VS2,F,Good,63.8,58.0,5.61,5.64,3.59
191,441828948,0.71,VS2,F,Good,57.8,60.0,5.87,5.9,3.4
192,242849121,0.7,VS2,E,Ideal,62.1,55.0,5.7,5.67,3.53
193,760551291,0.7,VS2,E,Premium,61.1,60.0,5.71,5.64,3.47
194,326076200,0.7,SI1,E,Premium,60.0,59.0,5.79,5.75,3.46
195,486666826,0.7,SI1,E,Premium,61.2,57.0,5.73,5.68,3.49
196,384221946,0.7,SI1,E,Premium,62.7,59.0,5.67,5.63,3.54
197,189169960,0.7,SI1,E,Premium,61.0,57.0,5.73,5.68,3.48
198,606654576,0.7,SI1,E,Premium,61.0,58.0,5.78,5.72,3.51
199,419632659,0.7,SI1,E,Ideal,61.4,57.0,5.76,5.7,3.52
200,718793859,0.72,SI1,F,Premium,61.8,61.0,5.82,5.71,3.56
201,969620574,0.7,SI1,E,Very Good,59.9,63.0,5.76,5.7,3.43
202,294270693,0.7,SI1,E,Premium,61.3,58.0,5.71,5.68,3.49
203,541050742,0.7,SI1,E,Premium,60.5,58.0,5.77,5.74,3.48
204,508131334,0.7,VS2,E,Good,64.1,59.0,5.64,5.59,3.6
205,508576717,0.98,SI2,H,Fair,67.9,60.0,6.05,5.97,4.08
206,898706993,0.78,SI1,F,Premium,62.4,58.0,5.83,5.8,3.63
207,939468643,0.7,SI1,E,Very Good,63.2,60.0,5.6,5.51,3.51
208,362897065,0.52,VVS1,F,Ideal,61.3,55.0,5.19,5.22,3.19
209,638911442,0.73,VS2,H,Very Good,60.8,56.0,5.82,5.84,3.55
210,446732115,0.74,SI1,E,Ideal,61.7,56.0,5.84,5.8,3.59
211,864327157,0.7,VS2,F,Very Good,63.6,57.0,5.61,5.65,3.58
212,290845081,0.77,VS2,G,Premium,61.2,58.0,5.9,5.93,3.62
213,286900166,0.71,VS2,F,Ideal,62.1,54.0,5.68,5.72,3.54
214,615880117,0.74,VS1,G,Ideal,61.5,55.0,5.81,5.86,3.59
215,804276234,0.7,VS1,G,Ideal,61.4,59.0,5.64,5.73,3.49
216,750812635,1.01,I1,F,Premium,61.8,60.0,6.39,6.36,3.94
217,995271647,0.77,SI1,H,Ideal,62.2,56.0,5.83,5.88,3.64
218,291793594,0.78,SI1,H,Ideal,61.2,56.0,5.92,5.99,3.64
219,327986978,0.72,VS1,H,Very Good,60.6,63.0,5.83,5.76,3.51
220,667460601,0.53,VVS2,D,Very Good,57.5,64.0,5.34,5.37,3.08
221,390097900,0.76,VS2,G,Ideal,61.3,56.0,5.9,5.94,3.63
222,675921623,0.7,VS1,E,Good,57.2,62.0,5.81,5.77,3.31
223,659739665,0.7,VS1,E,Premium,62.9,60.0,5.62,5.54,3.51
224,436681526,0.75,SI2,D,Very Good,63.1,58.0,5.78,5.73,3.63
225,740239285,0.72,SI1,D,Ideal,60.8,57.0,5.76,5.75,3.5
226,652818046,0.72,SI1,D,Premium,62.7,59.0,5.73,5.69,3.58
227,792986654,0.7,SI1,D,Premium,62.8,60.0,5.68,5.66,3.56
228,687705341,0.84,SI1,G,Fair,55.1,67.0,6.39,6.2,3.47
229,677344367,0.75,SI1,F,Premium,61.4,59.0,5.88,5.85,3.6
230,909377275,0.52,IF,F,Ideal,62.2,55.0,5.14,5.18,3.21
231,924862764,0.72,VS2,F,Very Good,63.0,54.0,5.69,5.73,3.6
232,218359491,0.79,VS1,H,Very Good,63.7,56.0,5.85,5.92,3.75
233,565811166,0.72,VS2,F,Very Good,63.6,58.0,5.66,5.69,3.61
234,732884936,0.51,VVS1,F,Ideal,62.0,57.0,5.11,5.15,3.18
235,888438676,0.64,VS1,D,Ideal,61.5,56.0,5.54,5.55,3.41
236,978318343,0.7,VVS1,H,Very Good,60.5,60.0,5.74,5.77,3.48
237,696496424,0.83,VS1,I,Very Good,61.1,60.0,6.07,6.1,3.72
238,215128532,0.76,VVS2,I,Ideal,61.8,56.0,5.85,5.87,3.62
239,782646608,0.71,VS2,D,Good,63.3,56.0,5.64,5.68,3.58
240,380251918,0.77,VS1,G,Good,59.4,64.0,5.97,5.92,3.53
241,195219841,0.71,SI1,F,Ideal,62.5,55.0,5.71,5.65,3.55
242,262807135,1.01,I1,E,Fair,64.5,58.0,6.29,6.21,4.03
243,212833953,1.01,SI2,H,Premium,62.7,59.0,6.31,6.22,3.93
244,287927623,0.77,SI1,F,Good,64.2,52.0,5.81,5.77,3.72
245,674729619,0.76,SI1,E,Good,63.7,54.0,5.76,5.85,3.7
246,198486902,0.76,SI1,E,Premium,60.4,58.0,5.92,5.94,3.58
247,198272333,0.76,SI1,E,Premium,61.8,58.0,5.82,5.86,3.61
248,778350477,1.05,SI2,J,Very Good,63.2,56.0,6.49,6.45,4.09
249,513158737,0.81,SI2,G,Ideal,61.6,56.0,5.97,6.01,3.69
250,761276965,0.7,SI1,E,Ideal,61.6,56.0,5.72,5.75,3.53
251,269302274,0.55,IF,G,Ideal,60.9,57.0,5.28,5.3,3.22
252,968096005,0.81,SI2,G,Good,61.0,61.0,5.94,5.99,3.64
253,827726536,0.63,VVS2,E,Premium,62.1,57.0,5.48,5.41,3.38
254,376792160,0.63,VVS1,E,Premium,60.9,60.0,5.55,5.52,3.37
255,113611377,0.77,VS1,H,Premium,61.3,60.0,5.9,5.88,3.61
256,508600542,1.05,SI2,J,Fair,65.8,59.0,6.41,6.27,4.18
257,197652338,0.64,IF,G,Ideal,61.3,56.0,5.54,5.58,3.41
258,674099154,0.76,VVS1,I,Premium,58.8,59.0,6.0,5.94,3.51
259,740214850,0.83,SI2,F,Ideal,62.3,55.0,6.02,6.05,3.76
260,193486886,0.71,VS1,F,Premium,60.1,62.0,5.77,5.74,3.46
261,116266981,0.71,VS1,F,Premium,61.8,59.0,5.73,5.69,3.53
262,720273710,0.87,SI1,I,Very Good,63.6,55.8,6.07,6.1,3.87
263,627956421,0.73,SI1,E,Ideal,62.2,56.0,5.74,5.78,3.58
264,726242595,0.71,SI1,E,Premium,59.2,59.0,5.83,5.86,3.46
265,843445351,0.71,SI1,E,Premium,61.8,59.0,5.7,5.75,3.54
266,436477531,0.71,SI1,E,Ideal,61.3,55.0,5.72,5.77,3.52
267,420633914,0.7,VS1,F,Premium,62.1,60.0,5.71,5.65,3.53
268,203746126,0.7,VS1,F,Premium,60.7,60.0,5.78,5.75,3.5
269,593916244,0.76,VVS2,H,Premium,59.6,57.0,5.91,5.86,3.51
270,660748213,0.7,VS1,F,Ideal,62.2,56.0,5.73,5.68,3.55
271,129561558,0.79,SI1,G,Very Good,60.6,57.0,5.98,6.06,3.65
272,267344748,0.7,VS2,E,Very Good,62.9,57.0,5.66,5.69,3.57
273,928744291,0.7,VS2,E,Good,64.1,55.0,5.6,5.66,3.61
274,567601176,0.76,VS2,I,Ideal,61.3,56.0,5.87,5.91,3.61
275,262567069,0.73,VS2,H,Ideal,62.7,55.0,5.72,5.76,3.6
276,438809430,0.79,SI1,E,Very Good,63.2,56.0,5.91,5.86,3.72
277,953081852,0.71,VS2,E,Very Good,60.7,56.0,5.81,5.82,3.53
278,347317363,0.81,VVS2,I,Premium,61.9,60.0,5.91,5.86,3.64
279,382886056,0.81,SI2,F,Ideal,62.6,55.0,5.92,5.96,3.72
280,633480515,0.72,VS1,F,Good,60.7,60.0,5.74,5.72,3.48
281,601982242,0.72,SI2,D,Premium,62.0,60.0,5.73,5.69,3.54
282,908239333,0.72,IF,I,Premium,63.0,57.0,5.72,5.7,3.6
283,752635945,0.81,VS2,H,Premium,58.0,59.0,6.17,6.13,3.57
284,891289579,0.72,VS2,G,Premium,62.9,57.0,5.73,5.65,3.58
285,289860169,1.0,SI2,I,Premium,58.2,60.0,6.61,6.55,3.83
286,838289026,0.73,SI1,E,Good,63.2,58.0,5.7,5.76,3.62
287,741596643,0.81,SI2,H,Very Good,61.3,59.0,5.94,6.01,3.66
288,166677444,0.81,SI1,E,Very Good,60.3,60.0,6.07,6.1,3.67
289,209637185,0.71,SI1,D,Premium,62.7,60.0,5.67,5.71,3.57
290,755815070,0.71,SI1,D,Premium,61.3,58.0,5.73,5.75,3.52
291,804811431,0.71,SI1,D,Premium,61.6,60.0,5.74,5.69,3.52
292,267193783,0.57,VVS2,F,Ideal,61.9,55.0,5.34,5.35,3.31
293,481568876,0.51,VVS1,D,Ideal,61.7,56.0,5.12,5.16,3.17
294,110948782,0.72,VS2,G,Ideal,61.9,58.0,5.72,5.75,3.55
295,312936718,0.74,VS1,H,Ideal,61.8,58.0,5.77,5.81,3.58
296,837675019,0.74,VS1,H,Ideal,61.6,56.0,5.81,5.82,3.58
297,588380576,0.7,VVS1,G,Fair,58.8,66.0,5.81,5.9,3.44
298,495775120,0.8,SI2,F,Premium,61.0,57.0,6.03,6.01,3.67
299,988027588,1.01,SI2,E,Fair,67.4,60.0,6.19,6.05,4.13
300,632797067,0.8,VS2,H,Very Good,63.4,60.0,5.92,5.82,3.72
301,648274187,0.77,VS1,I,Ideal,61.5,59.0,5.87,5.91,3.62
302,348277722,0.83,SI2,E,Very Good,58.0,62.0,6.19,6.25,3.61
303,623255151,0.82,SI2,F,Ideal,62.4,54.0,5.97,6.02,3.74
304,458186308,0.78,SI1,D,Ideal,61.9,57.0,5.91,5.86,3.64
305,493500959,0.6,IF,G,Very Good,61.6,56.0,5.43,5.46,3.35
306,366966380,0.9,SI2,I,Good,62.2,59.0,6.07,6.11,3.79
307,753233658,0.7,VS1,E,Premium,62.2,58.0,5.6,5.66,3.5
308,281373571,0.9,SI2,I,Very Good,61.3,56.0,6.17,6.23,3.8
309,127316656,0.83,SI1,G,Ideal,62.3,57.0,5.99,6.08,3.76
310,318754245,0.83,SI1,G,Ideal,61.8,57.0,6.03,6.07,3.74
311,486091727,0.83,SI1,H,Very Good,62.5,59.0,5.95,6.02,3.74
312,337493407,0.74,VS1,G,Premium,62.9,60.0,5.74,5.68,3.59
313,812626171,0.79,VS1,I,Ideal,61.8,59.0,5.92,5.95,3.67
314,335033320,0.61,IF,G,Ideal,62.3,56.0,5.43,5.45,3.39
315,205095481,0.76,VS1,G,Fair,59.0,70.0,5.89,5.8,3.46
316,610229926,0.96,I1,F,Ideal,60.7,55.0,6.37,6.41,3.88
317,320356812,0.73,VS2,F,Ideal,62.5,55.0,5.8,5.76,3.61
318,442672727,0.73,VS2,F,Premium,62.7,58.0,5.76,5.7,3.59
319,652926686,0.75,SI1,H,Ideal,60.4,57.0,5.93,5.96,3.59
320,583587553,0.71,VS2,F,Premium,62.1,58.0,5.7,5.67,3.53
321,984137804,0.71,VS2,F,Good,57.8,60.0,5.9,5.87,3.4
322,833454651,0.71,VS2,F,Good,63.8,58.0,5.64,5.61,3.59
323,645150336,0.71,VS2,F,Premium,62.8,57.0,5.69,5.64,3.56
324,721574867,1.04,I1,G,Premium,62.2,58.0,6.46,6.41,4.0
325,518655632,1.0,SI2,J,Premium,62.3,58.0,6.45,6.34,3.98
326,829997894,0.87,SI2,G,Very Good,59.9,58.0,6.19,6.23,3.72
327,213779946,0.53,IF,F,Ideal,61.9,54.0,5.22,5.25,3.24
328,893578401,0.72,VS2,E,Premium,63.0,55.0,5.79,5.61,3.59
329,648824996,0.72,VS1,F,Premium,62.4,58.0,5.83,5.7,3.6
330,477904424,0.7,VS2,F,Very Good,62.9,58.0,5.63,5.65,3.55
331,426303963,0.74,SI1,E,Very Good,63.5,56.0,5.74,5.79,3.66
332,560092716,0.71,VS2,G,Ideal,61.3,56.0,5.75,5.71,3.51
333,314106328,0.73,SI1,E,Ideal,60.6,54.0,5.84,5.89,3.55
334,937088662,0.7,VS1,G,Good,65.1,58.0,5.56,5.59,3.63
335,416306464,0.71,VS2,F,Premium,62.6,58.0,5.7,5.67,3.56
336,717990366,0.71,VS2,F,Premium,58.0,62.0,5.85,5.81,3.38
337,896812244,0.71,VS1,G,Premium,62.4,61.0,5.7,5.65,3.54
338,163661007,0.77,VS2,G,Premium,61.3,57.0,5.93,5.88,3.62
339,244446960,0.71,VS2,G,Premium,59.9,60.0,5.81,5.77,3.47
340,255185791,0.78,VS2,G,Premium,60.8,58.0,6.03,5.95,3.64
341,795946608,0.71,VS1,G,Very Good,63.5,55.0,5.66,5.64,3.59
342,429083056,0.91,SI2,D,Ideal,62.2,57.0,6.21,6.15,3.85
343,736331078,0.71,VS2,E,Very Good,63.8,58.0,5.62,5.66,3.6
